travel sustainable,travel sustainable_2,star rating,quality rating,preferred badge,review score,overall review,reviews count,property name,location,price,distance from centre,room type recommendation
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.3,Very good,147,Five Senses Suite in M Suite KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 214,3.2 km from centre,King Studio with Sofa Bed
N/A,N/A,2 out of 5,N/A,N/A,6.6,Review score,73,Smile Hotel Cheras Pudu KL,"Pudu, Kuala Lumpur",MYR 106,3.1 km from centre,Standard Double Room
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,9.1,Superb,524,SETAPAK CENTRAL KL-zeta suite by ALOHA,Kuala Lumpur,MYR 247,5.9 km from centre,Studio with Lake View
N/A,N/A,N/A,3 out of 5,N/A,7.7,Good,188,Regalia Suites & Residence studio Apartment by Enjoy your stay,"Chow Kit, Kuala Lumpur",MYR 170,2 km from centre,Studio Apartment
N/A,N/A,4 out of 5,N/A,This is a Preferred Plus property,9.7,Exceptional,6,PLUS POINT AT TIMES SQUARE KL,"Bukit Bintang, Kuala Lumpur","MYR 1,427",1.3 km from centre,Studio Apartment
N/A,N/A,N/A,4 out of 5,N/A,7.5,Good,10,Best Service Suites At Times Square KL,"Bukit Bintang, Kuala Lumpur",MYR 200,1.3 km from centre,One-Bedroom Suite
N/A,N/A,N/A,3 out of 5,N/A,N/A,N/A,N/A,Vortex suites klcc by Heaven,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 342,100 m from centre,Three-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,10,Exceptional,1,S&S service suite at kl,"Bukit Bintang, Kuala Lumpur",MYR 249,1.3 km from centre,King Studio
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,EkoCherasMall High unit above mall 2min to Mrt,Kuala Lumpur,MYR 131,7.4 km from centre,Two-Bedroom Apartment
N/A,N/A,5 out of 5,N/A,N/A,8.6,Fabulous,700,Micasa All Suites Hotel,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 288,1.7 km from centre,One-Bedroom Studio Suite
Travel Sustainable Level 3,N/A,N/A,4 out of 5,This is a Preferred Plus property,9.4,Superb,120,MOONWAY SUITES At EATON KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 720,1.4 km from centre,One-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,7.1,Good,170,ESQ Shamelin Hotel,"Ampang, Kuala Lumpur",MYR 139,4.5 km from centre,Deluxe Double Room
N/A,N/A,N/A,3 out of 5,N/A,7.6,Good,7,C14A Modern Infinity Pool KLCC View with Balcony,"Chow Kit, Kuala Lumpur",MYR 149,1.1 km from centre,Studio Apartment
N/A,N/A,2 out of 5,N/A,N/A,7.0,Good,84,5 Haus Hotel Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 529,2 km from centre,Standard Queen Room
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,Scarletz Suites • KLCC • King Bed (R),"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 235,1.2 km from centre,One-Bedroom Apartment
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.3,Good,222,FnF Suite @ Time Square,"Bukit Bintang, Kuala Lumpur",MYR 266,1.4 km from centre,Studio
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,United Point Residence Three Bedroom,Kuala Lumpur,MYR 168,7.2 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 2,N/A,5 out of 5,N/A,This is a Preferred Partner property,8.6,Fabulous,38,The Five Star Escapes at KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 506,0.9 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,8.6,Fabulous,44,Maxhome Plus at Lucentia Bukit Bintang City centre KL,"Bukit Bintang, Kuala Lumpur",MYR 203,1.5 km from centre,One-Bedroom Apartment
N/A,N/A,4 out of 5,N/A,N/A,8.1,Very good,836,ANSA Hotel Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 359,0.9 km from centre,Superior Queen Room
N/A,N/A,3 out of 5,N/A,N/A,6.7,Review score,42,Capital O 90406 Mirani Hotel,Kuala Lumpur,MYR 117,7.6 km from centre,Superior Double Room
N/A,N/A,N/A,N/A,N/A,8.7,Fabulous,3,Urban Concept-Lake View@ArtePlus,"Ampang, Kuala Lumpur",MYR 180,4.5 km from centre,One-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,4.2,Review score,141,OYO 89562 Hotel Shalimar,"Chow Kit, Kuala Lumpur",MYR 76,1.8 km from centre,Standard Queen Room
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,8.2,Very good,74,Ceylonz Suites nr Pavilion & KLCC by YourSuperhost,"Bukit Bintang, Kuala Lumpur",MYR 228,0.9 km from centre,Studio with Sofa Bed
N/A,N/A,N/A,N/A,N/A,7.5,Good,66,Festival Boutique Hotel @ Kampung Pandan,"Ampang, Kuala Lumpur",MYR 85,2.8 km from centre,Double Room
N/A,N/A,N/A,3 out of 5,N/A,8.1,Very good,12,Omar's place 4 - Best view of KLCC Twin Towers.,Kuala Lumpur,MYR 190,1.2 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,9.6,Exceptional,10,Mercu Summer Suite KLCC by Kuminshu,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 156,0.7 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,ARTE Mont Kiara Time To Relax_Jacuzzi,Kuala Lumpur,MYR 155,5.3 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,N/A,6.1,Review score,23,JN HOMESTAY at COLONY BY INFINITUM,"Chow Kit, Kuala Lumpur",MYR 134,1.1 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Plus property,8.1,Very good,45,EATON Residences by WSD,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 423,1.4 km from centre,Superior King Suite
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,9.2,Superb,38,Platinum suites klcc by Star Residence,Kuala Lumpur,MYR 280,0.8 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,7.7,Good,160,Rex Ollie @ 231 TR Suite,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 101,1.8 km from centre,Queen Room with Shared Bathroom
N/A,N/A,N/A,3 out of 5,N/A,7.5,Good,30,Greystone Colony KLCC,"Chow Kit, Kuala Lumpur",MYR 119,1.1 km from centre,Deluxe Queen Studio
N/A,N/A,N/A,N/A,N/A,6.0,Review score,3,EmEx Luxurious Stay,"Ampang, Kuala Lumpur",MYR 148,4.4 km from centre,One-Bedroom Apartment
N/A,N/A,1 out of 5,N/A,N/A,7.0,Good,68,Smile Hotel Chow Kit PWTC,"Chow Kit, Kuala Lumpur",MYR 106,1.7 km from centre,Double Room
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Plus property,10,Exceptional,2,Vortex Suites KLCC by Luna Suites,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 873,100 m from centre,Premier Two-Bedroom Suite (High Floor)
N/A,N/A,N/A,3 out of 5,N/A,7.9,Good,39,Inspired Homes @ KLCC Soho Suite,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 196,250 m from centre,Two-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,5.9,Review score,142,YY38 Hotel,"Bukit Bintang, Kuala Lumpur",MYR 84,0.9 km from centre,Standard Double Room
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.3,Good,20,Times Square Kuala Lumpur City,"Bukit Bintang, Kuala Lumpur",MYR 211,1.4 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,N/A,7.7,Good,71,"Hotel Living at Dsulaiman Near to Kampung Baru, Chow Kit, Kuala Lumpur","Chow Kit, Kuala Lumpur",MYR 110,1.3 km from centre,Double Room
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,7.8,Good,580,Yelloduck Rooms & Apartments @ Casa Residency,"Bukit Bintang, Kuala Lumpur",MYR 162,1.4 km from centre,Standard Studio
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.4,Very good,55,Duta Hotel & Residence,Kuala Lumpur,MYR 264,3.6 km from centre,Deluxe Three-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,4 out of 5,N/A,9.6,Exceptional,34,Ryokan Ai Japan Friendship,Kuala Lumpur,MYR 108,11.1 km from centre,Family Room with Bathroom
N/A,N/A,N/A,4 out of 5,N/A,9.1,Superb,13,Cozy KLCC View 3BR Near Desa Park & Mont Kiara,Kuala Lumpur,MYR 192,8 km from centre,Three-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,Lavile @ Sunway Velocity 3BR Suite Amazing KL view,"Pudu, Kuala Lumpur",MYR 314,3.6 km from centre,Three-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,N/A,6.9,Review score,"1,290",Arte Mont Kiara,Kuala Lumpur,MYR 215,5.3 km from centre,Two Bedroom Suite
N/A,N/A,N/A,4 out of 5,N/A,6.7,Review score,14,Arte Mont Kiara Serviced Suite,Kuala Lumpur,MYR 180,5.3 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,8.0,Very good,6,FREE Parking Revo 2Room Rooftop Pool L21,Kuala Lumpur,MYR 187,12 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Elegant 3BR+3BTH 1min Linked MRT Apek Hill网红名宿3房3浴,Kuala Lumpur,MYR 256,9.2 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,N/A,N/A,6.3,Review score,10,Sakura Hotel KL,"Pudu, Kuala Lumpur",MYR 84,2.6 km from centre,Superior Queen Room
N/A,N/A,N/A,N/A,N/A,7.5,Good,313,Festival Boutique Hotel,Kuala Lumpur,MYR 85,6 km from centre,Double Room
N/A,N/A,N/A,4 out of 5,N/A,10,Exceptional,2,Penthouse in Kuala Lumpur,"Chow Kit, Kuala Lumpur",MYR 326,2.2 km from centre,Three-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.0,Good,66,D'majestic Place by Homes Asian 04,"Bukit Bintang, Kuala Lumpur",MYR 118,2 km from centre,Deluxe Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Apartments in Kuala Lumpur,"Pudu, Kuala Lumpur",MYR 125,3.2 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Plus property,8.1,Very good,45,EATON Residences by WSD,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 423,1.4 km from centre,Superior King Suite
Travel Sustainable Level 1,N/A,N/A,2 out of 5,N/A,8.3,Very good,26,Scarletz Premier Suites Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 194,1.2 km from centre,Deluxe King Suite
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,Eaton Residence,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 227,1.4 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,This is a Preferred Partner property,7.0,Good,265,Crystal Crown Hotel Kuala Lumpur,Kuala Lumpur,MYR 186,7.1 km from centre,Superior Double or Twin Room
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,8.1,Very good,80,Scarletz Suites by Edenzpace @ KLCC Area,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 243,1.2 km from centre,Modern Chic King Studio with Netflix
N/A,N/A,2 out of 5,N/A,N/A,5.2,Review score,94,OYO 724 Hotel Madras,Kuala Lumpur,MYR 94,3.4 km from centre,Standard Double Room
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Plus property,10,Exceptional,2,Vortex Suites KLCC by Luna Suites,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 873,100 m from centre,Premier Two-Bedroom Suite (High Floor)
N/A,N/A,N/A,N/A,N/A,10,Exceptional,2,The Platinum Haven KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 900,0.6 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.8,Good,50,KL Service Suites at Times Square KL,"Bukit Bintang, Kuala Lumpur",MYR 174,1.4 km from centre,Standard Apartment
N/A,N/A,N/A,3 out of 5,N/A,7.0,Good,1,*New Bintang Fairlane Residence @AJ home,"Bukit Bintang, Kuala Lumpur",MYR 179,1.1 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,7.4,Good,7,Studio KLCC View@Lalaport-Lucentia Residence,"Pudu, Kuala Lumpur",MYR 175,1.4 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,8.5,Very good,2,Taragon Putrie Bintang suites,"Bukit Bintang, Kuala Lumpur",MYR 180,1.6 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,N/A,9.0,Superb,1,Neu Suites 2 bedrooms @ Jalan Ampang KLCC Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 157,3.4 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,9.6,Exceptional,18,NEW # Midvalley MILLERZ SQUARE SUITE KL - Free Parking n WIFI by GOMAIN,"Mid Valley, Kuala Lumpur",MYR 182,8.1 km from centre,Suite with Pool View
Travel Sustainable Level 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Opus Kuala Lumpur Suite,"Mid Valley, Kuala Lumpur","MYR 1,267",2.1 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,8.2,Very good,22,KL Royce Suite at Berjaya Times Square,"Bukit Bintang, Kuala Lumpur","MYR 7,169",1.4 km from centre,One-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,3 out of 5,N/A,7.6,Good,32,Vortex Suites KLCC by SA Hospitality,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 421,50 m from centre,Two-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Platinum The Face KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 501,0.6 km from centre,One-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,N/A,N/A,9.1,Superb,160,Else Kuala Lumpur,Kuala Lumpur,MYR 600,1.7 km from centre,Mantra Room
N/A,N/A,N/A,3 out of 5,N/A,8.1,Very good,25,Anggun Residence By Sleepy Bear,"Chow Kit, Kuala Lumpur",MYR 172,1 km from centre,Studio Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,9.1,Superb,12,Infinity Pool KLCC Lalaport Deluxe Suite By MIKO,"Pudu, Kuala Lumpur",MYR 272,1.7 km from centre,Deluxe King Suite
N/A,N/A,N/A,N/A,N/A,7.5,Good,2,2BDR Middle City@Reizz Residence,"Ampang, Kuala Lumpur",MYR 155,4.4 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 1,N/A,4 out of 5,N/A,N/A,N/A,N/A,N/A,KL Metro Suite At Berjaya Times Square,"Bukit Bintang, Kuala Lumpur",MYR 473,1.3 km from centre,One-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,6.4,Review score,206,SPOT ON 90236 Zigzag Travellers Home,Kuala Lumpur,MYR 79,1.6 km from centre,Standard Double Room
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bayu Andaman KL Centre,Kuala Lumpur,MYR 258,5.1 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Plus property,8.6,Fabulous,64,KL TIMES SQUARE SERVICE RESIDENCIES,"Bukit Bintang, Kuala Lumpur",MYR 268,1.3 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,8.5,Very good,2,Lavile @ Sunway Velocity Cheras by Airhost,"Pudu, Kuala Lumpur",MYR 213,3.7 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.3,Superb,125,Eaton Residence KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur","MYR 1,071",1.4 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,8.4,Very good,12,Orion Suites@ The Robertson Bukit Bintang,"Bukit Bintang, Kuala Lumpur",MYR 259,1.2 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.3,Very good,167,Greystone Continew Residensi,"Pudu, Kuala Lumpur",MYR 170,2.6 km from centre,Deluxe Queen Studio
N/A,N/A,N/A,3 out of 5,N/A,6.6,Review score,606,D'majestic Place by Homes Asian,"Bukit Bintang, Kuala Lumpur",MYR 121,2 km from centre,Deluxe Twin Room
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Plus property,8.3,Very good,12,HOTEL SERVICE SUITES at TIMES SQUARE,"Bukit Bintang, Kuala Lumpur",MYR 500,1.4 km from centre,Superior Apartment
Travel Sustainable Level 1,N/A,N/A,N/A,N/A,9.0,Superb,1,Summer Service Suite Klcc By CityBox,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 288,1 km from centre,One-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,5.9,Review score,264,Boutique Hote123,"Pudu, Kuala Lumpur",MYR 80,2.6 km from centre,Queen Room
N/A,N/A,2 out of 5,N/A,N/A,5.0,Review score,111,Super OYO 761 City Hotel,Kuala Lumpur,MYR 106,1.7 km from centre,Deluxe Double Room
N/A,N/A,2 out of 5,N/A,N/A,5.5,Review score,202,OYO 805 Hotel Run Star,"Chow Kit, Kuala Lumpur",MYR 80,1.8 km from centre,Standard Double Room
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,A Comfy & Spacious 3BR Home Next to Shangri-La KL,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 272,200 m from centre,Holiday Home
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.3,Very good,42,Bukit Bintang KLCC Binjai 8 Premium Soho Apartment by Sarah's Lodge,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 260,1.2 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,N/A,N/A,N/A,N/A,"Romantic Log Cabin 2 - Heart of KL, near KLCC/KL Tower","Bukit Bintang, Kuala Lumpur",MYR 235,0.9 km from centre,One-Bedroom Apartment
N/A,N/A,1 out of 5,N/A,N/A,7.7,Good,40,Smile Hotel Cheras Taman Segar,Kuala Lumpur,MYR 99,8.2 km from centre,Double Room
N/A,N/A,N/A,N/A,N/A,10,Exceptional,1,"#Ekocheras, LinkTo#Mall #KL #Mrt",Kuala Lumpur,MYR 218,5.8 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,Arti Mont kiara,Kuala Lumpur,MYR 196,5.3 km from centre,Studio Apartment
N/A,N/A,N/A,4 out of 5,N/A,8.3,Very good,45,peaceful service suite at times square,"Bukit Bintang, Kuala Lumpur",MYR 210,1.3 km from centre,Studio Apartment
N/A,N/A,2 out of 5,N/A,N/A,6.7,Review score,177,Le Ruiz Boutique Hotel,Kuala Lumpur,MYR 82,2.3 km from centre,Standard Room
N/A,N/A,4 out of 5,N/A,N/A,8.6,Fabulous,14,East Apartment At Times Square KL,"Bukit Bintang, Kuala Lumpur",MYR 299,1.4 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,7.8,Good,5,Maxhome Premium at Dorsett Bukit Bintang,"Bukit Bintang, Kuala Lumpur",MYR 206,1.2 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,N/A,8.6,Fabulous,123,BONJOUR REVO Aurora Place Bukit Jalil,Kuala Lumpur,MYR 182,12 km from centre,King Studio
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,KLCC Stuning View 2BR BKTBintang LALAPort ALUX 18d,"Pudu, Kuala Lumpur",MYR 349,1.5 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,7.1,Good,9,Soho suites klcc by 969,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 221,250 m from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,N/A,6.2,Review score,49,"City Kuchai Hotel -Kuchai Lama,Kuala Lumpur","Mid Valley, Kuala Lumpur",MYR 100,7.6 km from centre,Deluxe Queen Room
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Plus property,8.3,Very good,12,HOTEL SERVICE SUITES at TIMES SQUARE,"Bukit Bintang, Kuala Lumpur",MYR 500,1.4 km from centre,Superior Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,8.5,Very good,30,"Scarletz Suites @ KLCC, by TwoFive","Kuala Lumpur City-Centre, Kuala Lumpur",MYR 299,1.2 km from centre,Studio Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,8.3,Very good,397,Mercu Summer Suite KLCC @ Penguin Homes,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 211,0.6 km from centre,Studio Apartment
Travel Sustainable Level 3,N/A,4 out of 5,N/A,N/A,7.5,Good,234,Dua Sentral KL by Five Senses,Kuala Lumpur,MYR 228,2.6 km from centre,Standard Suite
N/A,N/A,2 out of 5,N/A,N/A,7.9,Good,390,U Pac Hotel,"Pudu, Kuala Lumpur",MYR 99,3.1 km from centre,Standard Double Room
Travel Sustainable Level 2,N/A,5 out of 5,N/A,N/A,7.7,Good,499,Sfera Residence Kuala Lumpur City Centre,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 300,0.6 km from centre,Studio Executive
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Plus property,8.2,Very good,62,KL Rosemary Apartment at Berjaya Times Square,"Bukit Bintang, Kuala Lumpur",MYR 375,1.3 km from centre,One-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,5.5,Review score,204,Fast Hotel Setapak,Kuala Lumpur,MYR 61,6 km from centre,Standard Double Room
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lucentia BbCc Residence by V&S apartment,"Bukit Bintang, Kuala Lumpur",MYR 270,1 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,7.2,Good,4,Family Suite@Arte Plus Ampang,"Ampang, Kuala Lumpur",MYR 240,4.5 km from centre,Two-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,6.8,Review score,26,Hotel Seniman,Kuala Lumpur,MYR 81,3.5 km from centre,Standard Double Room
N/A,N/A,N/A,3 out of 5,N/A,7.1,Good,12,KLCC Luxury Condo Damai 88 Near Gleneagles Hospital,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 225,2.2 km from centre,Two-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,N/A,5.6,Review score,259,LEO Express Hotel,"Pudu, Kuala Lumpur",MYR 97,2.8 km from centre,Standard Double Room
N/A,N/A,N/A,N/A,N/A,8.1,Very good,219,Monkey Mansion At Jalan Ipoh,Kuala Lumpur,MYR 59,3.6 km from centre,Mixed Dormitory Room
N/A,N/A,2 out of 5,N/A,N/A,3.9,Review score,32,OYO 90693 Sri Rampai Hotel,Kuala Lumpur,MYR 105,5.3 km from centre,Standard Queen Room
Travel Sustainable Level 2,N/A,N/A,N/A,N/A,8.0,Very good,3,Tropicana The Residence KLCC By Rainbow Suites,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 296,0.5 km from centre,One-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lavile Residences by Five Senses,"Pudu, Kuala Lumpur",MYR 240,3.7 km from centre,Standard Suite
N/A,N/A,2 out of 5,N/A,N/A,6.1,Review score,55,Super OYO 251 Intime Hotel,"Mid Valley, Kuala Lumpur",MYR 112,7.5 km from centre,Standard Double Room
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.5,Exceptional,2,Duta Hotel & Residence by Sarahs Lodge,Kuala Lumpur,MYR 223,3.6 km from centre,Three-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.7,Exceptional,4,The Embassy Row Florist Theme,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 855,2.4 km from centre,Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,7.0,Good,2,Lovely Romantic HomeStay @Cheras,"Pudu, Kuala Lumpur",MYR 203,3.7 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.1,Superb,68,Lucentia Residences BBCC at Lalaport Kuala Lumpur by Veedu Hauz,"Pudu, Kuala Lumpur",MYR 509,1.7 km from centre,Superior Apartment
N/A,N/A,N/A,N/A,This is a Preferred Partner property,4.0,Review score,3,PLATINUM Dream Suites,Kuala Lumpur,MYR 189,0.8 km from centre,Deluxe Studio
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,6.4,Review score,5,Legasi Kampung Baru by Airhost,Kuala Lumpur,MYR 340,1 km from centre,Three-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,6.5,Review score,73,Summer Suites @Bukit Bintang KLCC by Sarah's Lodge,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 199,0.6 km from centre,Studio
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Plus property,8.8,Fabulous,248,Platinum Suites by MoonOrchid,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 349,0.7 km from centre,Deluxe Double Room
Travel Sustainable Level 3,N/A,N/A,3 out of 5,This is a Preferred Partner property,8.1,Very good,100,"Scarletz Suites, LUXURY SUITES KLCC by Birdy Stay","Kuala Lumpur City-Centre, Kuala Lumpur",MYR 267,1.2 km from centre,Executive Suite
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.0,Superb,1,Bukit Tunku KLCC Grande Villa 11 by Vale Pine,"Golden Triangle, Kuala Lumpur","MYR 1,430",3.6 km from centre,Three-Bedroom Villa
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.7,Fabulous,16,Summer Suites Klcc by Malenehom,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 225,0.6 km from centre,Studio Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.4,Very good,8,KLCC PlayStation (8pax) 17,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 364,100 m from centre,Three-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,7.5,Good,4,Opus Residences by Airhost,"Mid Valley, Kuala Lumpur",MYR 377,2.1 km from centre,Two-Bedroom Apartment
N/A,N/A,4 out of 5,N/A,This is a Preferred Plus property,8.5,Very good,44,KL Seasons Apartment at Times Square,"Bukit Bintang, Kuala Lumpur",MYR 372,1.3 km from centre,King Studio
N/A,N/A,N/A,N/A,This is a Preferred Partner property,8.2,Very good,6,The Platinum KLCC by StayHere,Kuala Lumpur,MYR 475,0.8 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.5,Very good,71,Western Service Suites Platinum,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 360,300 m from centre,One-Bedroom Apartment
